Fees,School,County,Sat2015,Uni2015,Progression,UCD,TCD,DCU,UL,Maynooth,NUIG,UCC,St Angelas,QUB,UU,Blanch.IT,NatColIrl,Dublin.IT,Tallaght.IT,Athlone.IT,Cork.IT,Dundalk.IT,GM.IT,IADT,Carlow.IT,Sligo.IT,Tralee.IT,Letterkenny.IT,Limerick.IT,W.IT,Marino,CoICollEd,MaryI,NCAD,RCSI,SCHM
No,"St Michael's Secondary School, Wellmount Road, Finglas, Dublin 11",Dublin 11,77,38,0.493506494,3,5,7,0,6,0,0,0,0,0,6,1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
No,"Beneavin College, Beneavin Road, Finglas, Dublin 11",Dublin 11,79,25,0.316455696,0,2,5,0,0,0,0,0,0,0,10,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste Eoin, Cappagh Road, Finglas, Dublin 11",Dublin 11,27,7,0.259259259,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,"New Cross College, Cappagh Rd., Finglas, Dublin 11",Dublin 11,57,8,0.140350877,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"St Paul's Secondary School, Greenhills, Dublin 12",Dublin 12,92,66,0.717391304,11,5,4,0,7,0,0,0,0,0,2,1,9,19,2,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
No,"Greenhills College, Limekiln Avenue, Greenhills, Dublin 12",Dublin 12,13,9,0.692307692,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Assumption Sec School, Walkinstown, Dublin 12",Dublin 12,63,36,0.571428571,3,3,6,0,6,0,0,0,0,0,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
No,"Mean Scoil Iognaid Ris, Caislean Druimnigh, Baile Atha Cliath 12",Dublin 12,120,64,0.533333333,6,4,3,0,9,0,0,0,0,0,9,5,4,21,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
No,"Our Lady of Mercy Sec School, Mourne Road, Drimnagh, Dublin 12",Dublin 12,34,17,0.5,2,6,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"St. Kevin's College, Cloghar Road, Crumlin, Dublin 12",Dublin 12,12,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No,"Loreto College, Crumlin Rd, Dublin 12",Dublin 12,70,33,0.471428571,0,6,2,0,3,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Pearse College, Clogher Road, Crumlin, Dublin 12",Dublin 12,66,28,0.424242424,0,4,2,0,3,0,0,0,0,0,3,3,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
No,"Rosary College, Armagh Road, Crumlin, Dublin 12",Dublin 12,21,6,0.285714286,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No,"Ardscoíl Éanna, FranshBG House, 314-318 Crumlin Rd., Dublin 12",Dublin 12,30,5,0.166666667,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"St. Fintan's High School, Sutton, Dublin 13",Dublin 13,91,79,0.868131868,9,17,18,0,2,0,0,0,0,0,2,7,17,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0
No,"Santa Sabina Dominican College, Greenfield Road, Sutton, Dublin 13",Dublin 13,87,75,0.862068966,9,21,18,0,4,0,0,0,0,0,1,1,15,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0
No,"Gaelcholáiste Reachrann, Br. Mhainistir Na Gráinsí, Domhnach Míde, Baile Átha Cliath 13",Dublin 13,40,33,0.825,3,4,14,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Yes,"Sutton Park School, St. Fintans Road, Sutton, Dublin 13",Dublin 13,41,28,0.682926829,4,7,5,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
No,"Pobalscoil Neasáin, Baldoyle, Dublin 13",Dublin 13,87,58,0.666666667,6,5,8,0,5,0,0,0,0,0,7,2,16,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0
No,"St Mary's Secondary School Baldoyle, College Street, Baldoyle, Dublin 13",Dublin 13,42,26,0.619047619,1,1,8,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
No,"Community School, The Donahies, Streamville Road, Dublin 13",Dublin 13,46,21,0.456521739,1,2,2,0,2,0,0,0,0,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Grange Community College, Grange Abbey Road, Donaghmede, Dublin 13",Dublin 13,33,6,0.181818182,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Loreto High School, Beaufort, Grange Road, Rathfarnham",Dublin 14,104,109,1.048076923,38,35,5,1,1,2,2,0,0,0,0,1,15,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0
Yes,"Mount Anville, Goatstown, Dublin 14",Dublin 14,103,104,1.009708738,57,19,5,1,0,4,1,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
No,"Jesus and Mary College, Our Lady's Grove, Goatstown, Dublin 14",Dublin 14,56,53,0.946428571,14,2,4,0,1,2,0,0,0,0,0,1,14,7,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0
Yes,"Notre Dame School, Upper  Churchtown Road, Dublin 14",Dublin 14,34,29,0.852941176,5,10,2,0,0,1,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Deutsche Schule, St. Kilian's, Roebuck Road, Clonskeagh",Dublin 14,53,42,0.79245283,11,14,1,0,0,1,1,0,0,0,1,1,6,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
No,"De La Salle College, Churchtown, Rathfarnham, Dublin 14",Dublin 14,51,38,0.745098039,7,1,1,0,0,1,0,0,0,0,2,2,13,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
Yes,"St. Vincent's Castleknock College, Castleknock, Dublin 15",Dublin 15,83,96,1.156626506,11,12,18,1,41,0,1,0,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
No,"Castleknock Community College, Carpenterstown Road, Castleknock, Dublin 15",Dublin 15,183,192,1.049180328,13,17,33,0,51,0,0,0,0,0,24,5,29,1,0,0,2,1,2,1,1,0,0,1,0,2,0,0,7,1,1
No,"Riversdale Community College, Blanchardstown Road North, Blanchardstown, Dublin 15",Dublin 15,38,27,0.710526316,0,2,3,0,5,0,2,0,0,0,8,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
No,"Coolmine Community School, Clonsilla, Dublin 15",Dublin 15,180,125,0.694444444,8,11,12,0,34,0,0,0,0,0,27,2,23,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste Pobail Setanta, Phibblestown, Clonee, Dublin 15",Dublin 15,94,65,0.691489362,8,3,4,0,24,0,0,0,0,0,13,2,6,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
No,"Hartstown Community School, Clonsilla, Dublin 15",Dublin 15,180,120,0.666666667,11,1,11,0,29,0,0,0,0,0,40,2,15,1,2,0,1,1,0,1,1,0,1,0,0,1,0,0,2,0,0
No,"Blakestown Community School, Blakestown, Blanchardstown, Dublin 15",Dublin 15,77,40,0.519480519,1,0,3,0,10,0,0,0,0,0,12,2,8,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
No,"Luttrellstown Community College, Porterstown Road, Clonsilla, Dublin 15",Dublin 15,68,26,0.382352941,5,4,0,0,3,0,0,0,0,0,7,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Rockbrook  Park School, Edmondstown Road, Rathfarnham, Dublin 16",Dublin 16,17,20,1.176470588,2,2,2,0,3,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Yes,"Wesley College, Ballinteer, Dublin 16",Dublin 16,153,143,0.934640523,38,29,5,2,3,6,2,0,1,1,1,1,38,7,1,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,1
No,"St Colmcilles Community School, Scholarstown Rd, Knocklyon, Dublin 16",Dublin 16,123,112,0.910569106,22,8,14,0,3,1,0,0,0,0,1,1,44,10,0,1,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0
No,"Coláiste Eanna na mBraithre, Baile Ruain, Rath Fearnain, Ath Cliath 16",Dublin 16,98,78,0.795918367,24,5,9,0,1,1,0,0,0,0,2,0,23,7,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0
No,"Sancta Maria College, Ballyroan Crescent, Rathfarnham, Dublin 16",Dublin 16,102,70,0.68627451,17,4,5,0,4,0,0,0,0,0,1,2,16,11,0,0,0,0,4,1,0,0,0,0,0,2,0,0,3,0,0
No,"St. Tiernan's Community School, Parkvale, Balally, Dublin 16",Dublin 16,37,17,0.459459459,3,0,0,0,2,0,0,0,0,0,0,2,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
No,"Ballinteer Community School, Broadford Road, Ballinteer, Dublin 16",Dublin 16,54,21,0.388888889,1,1,1,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0
Yes,"College of St Columba, Whitechurch, Dublin 16",Dublin 16,75,29,0.386666667,1,22,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste Dhulaigh Post Primary, Barryscourt Road, Coolock, Dublin 17",Dublin 17,27,6,0.222222222,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Yes,"Loreto Secondary School, Springfield Park, Foxrock, Dublin 18",Dublin 18,95,103,1.084210526,41,19,8,1,4,1,0,0,0,0,0,0,18,3,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0
Yes,"Rosemont Park School, Enniskerry Road, Sandyford, Dublin 18",Dublin 18,14,12,0.857142857,2,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
No,"St. Laurence College, Loughlinstown, Dublin 18",Dublin 18,75,50,0.666666667,19,8,1,1,1,0,0,0,0,0,0,6,3,3,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,1
No,"Community School, Cabinteely, Dublin 18",Dublin 18,52,29,0.557692308,6,0,1,0,1,0,0,0,0,0,0,2,7,3,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
Yes,"Mount Sackville, Chapelizod, Dublin 20",Dublin 20,83,90,1.084337349,17,14,14,1,18,1,1,0,0,0,4,2,8,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,3,0
Yes,"The Kings Hospital, Palmerstown, Dublin 20",Dublin 20,108,91,0.842592593,21,21,6,1,14,3,1,0,0,0,3,3,8,2,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0
No,"Pobal Scoil Iosolde, Oak Court Avenue, Palmerstown, Dublin 20",Dublin 20,69,29,0.420289855,1,1,0,0,6,1,0,0,0,0,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste Chillian, Bothar Nangor, Cluain Dolcain, Baile Atha Cliath 22",Dublin 22,60,50,0.833333333,2,7,2,0,19,0,0,0,0,0,2,0,5,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
No,"Moyle Park College, Clondalkin, Dublin 22",Dublin 22,90,61,0.677777778,4,8,5,0,7,1,0,0,0,0,2,3,12,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
No,"Coláiste Bride, Cluain Dolcain, Baile Atha Cliath 22",Dublin 22,136,86,0.632352941,1,3,8,0,20,0,1,0,0,0,5,3,10,26,1,0,3,1,0,0,0,0,0,0,0,1,0,0,3,0,0
No,"St. Kevin's Comm. College, Fonthill Road, Clondalkin, Dublin 22",Dublin 22,36,10,0.277777778,1,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Deansrath Community College, Westbourne Rise, Clondalkin, Dublin 22",Dublin 22,37,10,0.27027027,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,"Collinstown Park Comm. College, Rowlagh, Clondalkin, Dublin 22",Dublin 22,63,16,0.253968254,3,2,2,1,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Firhouse Community College, Firhouse Road, Dublin 24",Dublin 24,100,64,0.64,4,1,4,0,5,0,0,0,0,0,1,3,16,25,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
No,"Tallaght Community School, Balrothery, Tallaght, Dublin 24",Dublin 24,94,59,0.627659574,4,3,5,0,8,0,0,0,0,0,2,1,8,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
No,"St Aidan's Community School, Brookfield, Tallaght, Dublin 24",Dublin 24,48,26,0.541666667,0,0,2,0,2,0,0,0,0,0,1,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Old BBGn Community School, Old BBGn, Tallaght, Dublin 24",Dublin 24,162,85,0.524691358,8,12,1,0,13,0,1,0,0,0,2,4,13,28,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,"St Mark's Community School, Cookstown Road, Tallaght, Dublin 24",Dublin 24,146,64,0.438356164,5,5,3,0,9,0,0,0,0,0,5,3,10,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
No,"Coláiste De Hide, Br Chaisleáin Thigh Motháin, Tamhlacht, Baile Atha Cliath 24",Dublin 24,54,22,0.407407407,3,1,1,0,1,0,0,0,0,0,0,0,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,"Mount Seskin Community College, Jobstown, Tallaght, Dublin 24",Dublin 24,34,12,0.352941176,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Killinarden Community School, Killinarden, Tallaght, Dublin 24",Dublin 24,67,18,0.268656716,2,0,0,0,1,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No,"Gairm Scoil, Baile Locha Riach, Co Na Gaillimhe",Galway,71,75,1.056338028,0,1,2,5,1,15,3,1,0,0,0,0,1,0,9,0,0,23,1,2,0,0,0,6,1,0,0,4,0,0,0
No,"Garbally College, Garbally Park, Ballinasloe, Co Galway",Galway,73,77,1.054794521,6,2,6,5,4,7,0,0,0,0,0,0,0,1,10,0,2,23,0,0,1,0,0,7,2,0,0,1,0,0,0
No,"Colaíste na Coiribe, Bothar Thuama, Gaillimh",Galway,50,51,1.02,1,0,0,3,0,30,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,2,0,0,0,5,0,0,0
No,"Presentation College, Athenry, Co Galway",Galway,163,166,1.018404908,13,3,3,13,0,67,2,3,0,0,0,0,0,0,10,0,1,34,0,0,2,0,0,1,1,0,0,12,0,1,0
No,"Coláiste Chroi Mhuire Gan Smal, An Spideal, Gaillimh",Galway,30,30,1,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,4,0,0,0,2,0,0,0
No,"Coláiste Mhuire, Beal Atha Ghartha, Co Galway",Galway,19,19,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,4,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0
No,"Salerno Secondary School, Threadmill Road, Salthill, Galway",Galway,107,106,0.990654206,5,7,5,4,0,58,3,0,0,0,0,0,0,1,1,0,0,13,1,0,1,0,0,0,0,0,0,6,1,0,0
No,"Coláiste Iognáid, Sea Road, Galway",Galway,92,91,0.989130435,5,9,2,3,0,53,1,0,0,0,0,0,4,0,2,0,0,6,1,0,1,0,0,2,0,0,0,2,0,0,0
No,"Calasanctius College, Mary Nihill, Oranmore, Co Galway",Galway,128,121,0.9453125,0,2,3,8,2,55,0,0,0,0,0,0,1,0,6,0,0,30,1,2,3,0,2,3,0,0,0,1,1,1,0
No,"Gort Community School, Gort, Co. Galway",Galway,86,81,0.941860465,2,1,1,4,0,20,0,0,0,0,0,0,0,0,4,4,0,27,1,0,1,2,0,7,1,0,0,4,0,1,1
No,"Coláiste Einde, Threadneedle Road, Salthill, Galway",Galway,123,114,0.926829268,3,1,1,1,0,68,2,0,0,0,0,0,0,0,2,0,0,26,1,0,0,0,2,3,2,0,0,2,0,0,0
No,"St. Joseph's Patrician College, Nuns' Island, Galway",Galway,145,134,0.924137931,7,3,0,5,0,88,0,0,0,0,0,0,1,0,3,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0
No,"St Raphael's College, Loughrea, Co Galway",Galway,60,54,0.9,0,1,0,3,1,24,1,0,0,0,0,0,1,0,7,0,0,13,0,0,0,0,0,0,1,0,0,2,0,0,0
No,"Community School, Portumna, Ballinasloe, Co Galway",Galway,97,86,0.886597938,2,1,1,18,2,10,7,0,0,0,0,0,2,0,5,2,1,19,0,0,1,3,0,3,4,0,0,5,0,0,0
No,"Scoil Phobail, Clifden, Galway",Galway,58,50,0.862068966,3,3,2,3,2,13,1,0,0,0,0,0,1,0,2,1,0,11,1,0,5,0,0,1,0,0,0,1,0,0,0
No,"Ardscoil Mhuire, Mackney, Ballinasloe, Co. Galway",Galway,85,73,0.858823529,3,0,6,6,1,14,0,0,0,0,0,0,5,0,15,1,1,8,1,0,2,0,1,1,1,0,0,6,0,1,0
No,"Dominican College, Taylors Hill, Galway City",Galway,116,99,0.853448276,2,3,0,7,0,61,1,0,0,0,0,0,1,0,2,0,0,13,1,0,0,0,0,2,2,0,0,4,0,0,0
No,"St. Paul's Secondary School, Oughterard, Co. Galway",Galway,43,36,0.837209302,0,1,0,4,0,13,2,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,1,0,0,0,1,0,0,0
No,"St. Mary's College, St. Mary's Road, Galway",Galway,69,57,0.826086957,1,1,0,2,0,24,1,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,4,0,1,0,0,0,0,0
No,"Holy Rosary College, Mountbellew, Co Galway",Galway,85,70,0.823529412,7,0,4,4,0,21,1,2,0,0,0,0,1,0,10,0,0,10,0,2,0,0,1,2,0,0,0,4,1,0,0
No,"Clochar na Toirbhirte, Athcinn, Co Na Gaillimhe",Galway,155,127,0.819354839,1,5,3,9,2,52,2,1,0,0,0,0,0,0,3,0,1,29,1,0,7,1,2,3,0,0,0,4,1,0,0
No,"St. Jarlath's College, Tuam, Co. Galway",Galway,110,90,0.818181818,0,1,1,6,0,47,0,0,0,0,2,0,1,0,1,0,0,25,0,0,2,0,0,2,0,0,0,1,0,1,0
No,"Scoil Chuimsitheach Chiaráin, An Cheathrú Rua, Co.Na Gaillimhe",Galway,54,44,0.814814815,1,0,0,5,0,12,1,2,0,0,0,0,1,0,3,1,0,11,0,0,0,0,0,0,0,0,0,6,0,0,1
No,"Coláiste an Eachréidh, An Coiléar Bán, Baile Átha An Rí, Co. Na Gaillimhe",Galway,16,13,0.8125,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Dunmore Community School, Dunmore, Tuam, Co Galway",Galway,46,37,0.804347826,2,0,2,4,0,3,0,0,0,0,0,0,0,0,1,0,1,12,0,0,4,3,2,3,0,0,0,0,0,0,0
No,"Scoil Phobail Mhic Dara, Carna, Galway",Galway,15,12,0.8,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
No,"Gairm Scoil, Baile Atha An Ri, Co Na Gaillimhe",Galway,72,57,0.791666667,0,1,2,3,0,13,1,0,0,0,0,0,0,0,9,0,0,19,0,1,1,0,0,3,0,0,0,3,1,0,0
No,"St Cuan's College, Castleblakney, Ballinasloe, Co. Galway",Galway,38,30,0.789473684,0,0,1,1,2,10,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0
No,"Presentation College, Currylea, Tuam, Co Galway",Galway,85,67,0.788235294,2,2,2,3,1,32,1,2,0,0,0,0,0,0,6,1,0,6,0,0,2,2,0,0,0,0,0,5,0,0,0
No,"Scoil Bhride, Clochar Na Trocaire, Tuaim, Co. Na Gaillimhe",Galway,61,48,0.786885246,1,0,0,5,1,10,1,0,0,0,0,0,0,0,3,0,0,14,0,1,4,0,1,3,0,0,0,4,0,0,0
No,"Glenamaddy Community School, Glenamaddy, Co. Galway",Galway,67,51,0.76119403,3,1,2,15,0,14,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,1,0,1,0,1,0,0,0
No,"Our Lady of Mercy College, Woodford, Loughrea, Co Galway",Galway,23,17,0.739130435,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0
No,"Gairm Scoil na bPiarsach, Ros Muc, Gaillimh",Galway,17,12,0.705882353,0,1,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
No,"St. Killian's Community College, New Inn, Ballinasloe, Co. Galway",Galway,30,20,0.666666667,1,0,0,2,0,3,0,0,0,0,0,0,0,0,7,0,0,2,0,1,1,0,0,1,0,0,0,2,0,0,0
No,"Mean Scoil Ard Na Mara, Cinnmhara, Gaillimh",Galway,56,36,0.642857143,1,1,1,7,1,12,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2,2,0,0,0,3,0,0,0
No,"Presentation Secondary School, Presentation Road, Galway",Galway,28,18,0.642857143,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste  Cholmcille, Indreabhán, Gaillimh",Galway,55,35,0.636363636,2,0,0,5,0,13,0,1,0,0,0,0,0,1,1,0,0,8,0,0,1,0,0,1,0,0,0,2,0,0,0
No,"Coláiste Naomh Feichín, Corr Na Mona, Co Na Gaillimhe",Galway,18,11,0.611111111,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Galway Community College, Moinin Na Gciseach, Galway",Galway,41,25,0.609756098,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0
No,"Gairm Scoil Einne, Cill Rónáin, Oileáin Árann, Co. Na Gaillimhe",Galway,14,8,0.571428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
No,"Mean Scoil Muire, Clochar Na Trocaire, Cathair Na Gaillimhe",Galway,55,26,0.472727273,1,0,0,0,0,14,1,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
No,"Gairm Scoil, Sheain Mhic Eil, Tuaim, Co Na Gaillimhe",Galway,17,6,0.352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,"Listowel Community College, Church Street, Listowel, Co Kerry",Kerry,15,18,1.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,0,0,0,0,0,0
No,"Vocational School, Clash, Tralee, Co Kerry",Kerry,23,27,1.173913043,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0
No,"Coláiste Ide, An Daingean, Tra Li, Co Chiarrai",Kerry,12,14,1.166666667,0,1,1,2,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No,"Meán Sc. Nua an Leith Triúigh, Castlegregory, Co Kerry",Kerry,20,22,1.1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,2,0,0,0,2,0,0,0
No,"Presentation Secondary School, Listowel, Co Kerry",Kerry,64,67,1.046875,0,1,0,9,0,11,19,2,0,0,0,0,0,0,0,3,0,0,0,1,0,8,0,6,0,0,0,6,0,1,0
No,"St. Joseph's Sec School, Doon Road, Ballybunion, Co Kerry",Kerry,23,24,1.043478261,0,1,0,6,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0
No,"Gaelcholaiste Chiarrai, Tobar Mui Doire, Tra Li, Co. Chiarrai",Kerry,47,47,1,3,5,0,11,0,3,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,2,0,0,0,1,0,0,0
No,"St. Brendan's College, Killarney, Co. Kerry",Kerry,75,73,0.973333333,1,1,2,17,1,1,9,0,0,0,0,0,0,0,1,11,0,0,1,2,0,19,0,2,2,0,0,3,0,0,0
No,"Presentation Sec School, Tra Li, Co Chiarrai",Kerry,100,97,0.97,2,8,1,8,2,9,25,0,0,0,0,0,0,0,0,5,0,2,0,0,0,17,0,1,3,0,0,14,0,0,0
No,"Scoil Phobail Sliabh Luachra, Rathmore, Co. Kerry",Kerry,71,68,0.957746479,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,12,0,0,1,1,0,12,0,5,5,0,0,11,0,0,0
No,"Coláiste na Sceilge, Caherciveen, Co. Kerry",Kerry,80,76,0.95,4,1,2,7,0,0,22,0,0,0,1,0,0,0,0,19,0,0,0,0,0,11,0,6,0,0,0,2,0,0,1
No,"St Patrick's Secondary School, Castleisland, Co. Kerry",Kerry,15,14,0.933333333,1,0,1,1,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
No,"Mercy Secondary School, MounthBGk, Tralee, Co.Kerry",Kerry,177,163,0.920903955,3,4,2,23,0,15,42,0,0,0,0,0,2,0,0,14,0,1,0,1,1,46,0,4,2,0,0,2,0,0,1
No,"Pobailscoil Chorca Dhuibhne, An Gróbh, Daingean Ui Chuis, Co. Chiarraí",Kerry,94,85,0.904255319,5,7,3,5,1,6,30,0,0,0,0,0,0,0,0,3,0,1,1,1,0,8,0,2,3,0,0,6,0,1,2
No,"Kenmare Community School, Kenmare, Killarney, Co.Kerry",Kerry,89,76,0.853932584,2,3,0,4,0,6,18,0,0,0,0,0,2,0,0,23,0,0,0,0,0,11,0,1,4,0,0,2,0,0,0
No,"Tarbert Comprehensive School, Tarbert, Listowel, Co Kerry",Kerry,115,92,0.8,1,1,4,21,1,4,13,2,0,0,0,0,0,0,1,10,0,0,1,2,0,10,0,12,2,0,0,7,0,0,0
No,"Presentation Secondary School, Miltown, Killarney, Co Kerry",Kerry,108,86,0.796296296,2,0,0,9,3,2,20,0,0,0,0,0,0,0,1,15,0,0,0,2,0,22,0,1,1,1,0,6,1,0,0
